qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3,Column2,Column3,Column1
4155,93,45,17,19,15,1:23.352,,,83352,1.045126829,1:23.352
4156,93,2,17,18,16,1:23.488,,,83488,1.046832094,1:23.488
4157,93,46,18,20,17,1:26.899,,,86899,1.089601645,1:26.899
4158,93,47,18,21,18,1:46.299,,,106299,1.332852683,1:46.299
4121,92,30,6,1,1,1:30.139,,,90139,1,1:30.139
4122,92,22,6,2,2,1:30.530,,,90530,1.004337745,1:30.530
4123,92,31,3,3,3,1:30.581,,,90581,1.004903538,1:30.581
4124,92,23,3,4,4,1:30.633,,,90633,1.005480425,1:30.633
4125,92,11,16,10,5,1:30.827,,,90827,1.007632656,1:30.827
4126,92,18,16,9,6,1:30.856,,,90856,1.007954382,1:30.856
4127,92,15,4,7,7,1:30.971,,,90971,1.009230189,1:30.971
4128,92,44,7,17,8,1:31.686,,,91686,1.017162383,1:31.686
4129,92,43,7,16,9,1:31.717,,,91717,1.017506296,1:31.717
4130,92,14,1,5,10,1:31.719,,,91719,1.017528484,1:31.719
4131,92,21,15,11,11,1:31.731,,,91731,1.017661612,1:31.731
4132,92,32,19,15,12,1:32.332,,,92332,1.024329092,1:32.332
4133,92,13,15,12,13,1:32.536,,,92536,1.026592263,1:32.536
4134,92,17,19,14,14,1:32.625,,,92625,1.027579627,1:32.625
4135,92,2,17,18,15,1:33.506,,,93506,1.037353421,1:33.506
4136,92,45,17,19,16,1:34.105,,,94105,1.043998713,1:34.105
4137,92,4,4,8,17,1:34.130,,,94130,1.044276063,1:34.130
4138,92,46,18,20,18,1:34.584,,,94584,1.049312728,1:34.584
4139,92,47,18,21,19,1:35.787,,,95787,1.062658783,1:35.787
4101,91,30,6,1,1,1:33.074,,,93074,1,1:33.074
4102,91,17,19,14,2,1:33.715,,,93715,1.006886993,1:33.715
4103,91,22,6,2,3,1:33.756,,,93756,1.007327503,1:33.756
4104,91,31,3,3,4,1:34.054,,,94054,1.010529256,1:34.054
4105,91,8,1,6,5,1:34.164,,,94164,1.011711112,1:34.164
4106,91,18,16,9,6,1:34.221,,,94221,1.012323528,1:34.221
4107,91,23,3,4,7,1:34.235,,,94235,1.012473945,1:34.235
4108,91,15,4,7,8,1:34.413,,,94413,1.014386402,1:34.413
4109,91,14,1,5,9,1:34.602,,,94602,1.016417045,1:34.602
4110,91,43,7,16,10,1:34.917,,,94917,1.019801448,1:34.917
4111,91,13,15,12,11,1:35.039,,,95039,1.021112233,1:35.039
4112,91,21,15,11,12,1:35.061,,,95061,1.021348604,1:35.061
4113,91,32,19,15,13,1:35.158,,,95158,1.022390786,1:35.158
4114,91,44,7,17,14,1:35.617,,,95617,1.027322346,1:35.617
4115,91,2,17,18,15,1:36.569,,,96569,1.037550766,1:36.569
4116,91,46,18,20,16,1:38.577,,,98577,1.059124997,1:38.577
4117,91,47,18,21,17,1:39.272,,,99272,1.066592174,1:39.272
4118,91,45,17,19,18,1:39.902,,,99902,1.073360982,1:39.902
4081,90,30,6,1,1,1:24.408,,,84408,1,1:24.408
4082,90,22,6,2,2,1:24.482,,,84482,1.000876694,1:24.482
4083,90,31,3,3,3,1:24.998,,,84998,1.006989859,1:24.998
4084,90,18,16,9,4,1:24.998,,,84998,1.006989859,1:24.998
4085,90,4,4,8,5,1:25.699,,,85699,1.015294759,1:25.699
4086,90,17,19,14,6,1:25.805,,,85805,1.016550564,1:25.805
4087,90,11,16,10,7,1:25.851,,,85851,1.017095536,1:25.851
4088,90,23,3,4,8,1:25.925,,,85925,1.01797223,1:25.925
4089,90,15,4,7,9,1:26.290,,,86290,1.022296465,1:26.290
4090,90,8,1,6,10,1:26.297,,,86297,1.022379395,1:26.297
4091,90,13,15,12,11,1:27.065,,,87065,1.031478059,1:27.065
4092,90,14,1,5,12,1:27.294,,,87294,1.034191072,1:27.294
4093,90,43,7,16,13,1:27.823,,,87823,1.04045825,1:27.823
4094,90,21,15,11,14,1:27.845,,,87845,1.040718889,1:27.845
4095,90,2,17,18,15,1:28.178,,,88178,1.044664013,1:28.178
4096,90,45,17,19,16,1:30.140,,,90140,1.067908255,1:30.140
4097,90,47,18,21,17,1:30.681,,,90681,1.0743176,1:30.681
1379,89,4,4,5,1,1:34.080,,,94080,1,1:34.080
1380,89,21,4,6,2,1:34.401,,,94401,1.00341199,1:34.401
1381,89,8,1,9,3,1:34.488,,,94488,1.004336735,1:34.488
1382,89,18,16,3,4,1:34.801,,,94801,1.00766369,1:34.801
1383,89,31,1,10,5,1:35.188,,,95188,1.011777211,1:35.188
1384,89,30,6,1,6,1:35.301,,,95301,1.012978316,1:35.301
1385,89,14,9,14,7,1:35.428,,,95428,1.014328231,1:35.428
1386,89,22,6,2,8,1:35.610,,,95610,1.016262755,1:35.610
1387,89,23,7,17,9,1:35.723,,,95723,1.017463861,1:35.723
1388,89,17,3,7,10,1:35.739,,,95739,1.017633929,1:35.739
1389,89,13,15,12,11,1:35.898,,,95898,1.01932398,1:35.898
1390,89,15,7,16,12,1:36.044,,,96044,1.02087585,1:36.044
1391,89,42,3,8,13,1:36.445,,,96445,1.02513818,1:36.445
1392,89,32,9,15,14,1:36.472,,,96472,1.02542517,1:36.472
1393,89,39,17,19,15,1:36.707,,,96707,1.027923044,1:36.707
1394,89,35,15,11,16,1:36.788,,,96788,1.028784014,1:36.788
1395,89,11,16,4,17,1:37.083,,,97083,1.031919643,1:37.083
1396,89,27,18,21,18,1:39.105,,,99105,1.05341199,1:39.105
1397,89,33,17,18,19,1:39.233,,,99233,1.054772534,1:39.233
1398,89,38,18,20,20,1:39.460,,,99460,1.057185374,1:39.460
1359,88,23,7,17,1,1:46.106,,,106106,1,1:46.106
1360,88,18,16,3,2,1:46.141,,,106141,1.000329859,1:46.141
1361,88,21,4,6,3,1:46.276,,,106276,1.001602171,1:46.276
1362,88,32,9,15,4,1:46.464,,,106464,1.003373985,1:46.464
1363,88,11,16,4,5,1:46.841,,,106841,1.006927035,1:46.841
1364,88,14,9,14,6,1:46.892,,,106892,1.007407687,1:46.892
1365,88,17,3,7,7,1:47.233,,,107233,1.010621454,1:47.233
1366,88,35,15,11,8,1:47.440,,,107440,1.012572333,1:47.440
1367,88,22,6,2,9,1:48.248,,,108248,1.02018736,1:48.248
1368,88,13,15,12,10,1:48.278,,,108278,1.020470096,1:48.278
1369,88,39,17,19,11,1:48.718,,,108718,1.024616893,1:48.718
1370,88,42,3,8,12,1:48.898,,,108898,1.026313309,1:48.898
1371,88,27,18,21,13,1:50.843,,,110843,1.044644035,1:50.843
1372,88,30,6,1,14,1:52.676,,,112676,1.061919213,1:52.676
1373,88,38,18,20,15,1:52.894,,,112894,1.063973762,1:52.894
1374,88,4,4,5,16,1:54.667,,,114667,1.080683467,1:54.667
1375,88,8,1,9,17,2:02.309,,,122309,1.152705785,2:02.309
1339,87,4,4,5,1,1:11.988,,,71988,1,1:11.988
1340,87,31,1,10,2,1:12.145,,,72145,1.002180919,1:12.145
1341,87,21,4,6,3,1:12.558,,,72558,1.007917986,1:12.558
1342,87,18,16,3,4,1:12.696,,,72696,1.009834972,1:12.696
1343,87,8,1,9,5,1:12.781,,,72781,1.011015725,1:12.781
1344,87,32,9,15,6,1:12.889,,,72889,1.012515975,1:12.889
1345,87,30,6,1,7,1:12.976,,,72976,1.01372451,1:12.976
1346,87,15,7,16,8,1:13.041,,,73041,1.014627438,1:13.041
1347,87,13,15,12,9,1:13.151,,,73151,1.01615547,1:13.151
1348,87,22,6,2,10,1:13.183,,,73183,1.016599989,1:13.183
1349,87,23,7,17,11,1:13.285,,,73285,1.018016892,1:13.285
1350,87,35,15,11,12,1:13.372,,,73372,1.019225426,1:13.372
1351,87,33,17,18,13,1:13.387,,,73387,1.019433795,1:13.387
1352,87,17,3,7,14,1:13.538,,,73538,1.021531366,1:13.538
1353,87,42,3,8,15,1:13.581,,,73581,1.022128688,1:13.581
1354,87,14,9,14,16,1:13.844,,,73844,1.025782075,1:13.844
1355,87,39,17,19,17,1:14.520,,,74520,1.035172529,1:14.520
1356,87,27,18,21,18,1:14.763,,,74763,1.038548091,1:14.763
1319,86,31,1,10,1,1:46.391,,,106391,1,1:46.391
1320,86,8,1,9,2,1:46.440,,,106440,1.000460565,1:46.440
1321,86,21,4,6,3,1:46.497,,,106497,1.000996325,1:46.497
1322,86,15,7,16,4,1:46.596,,,106596,1.001926855,1:46.596
1323,86,4,4,5,5,1:46.760,,,106760,1.003468338,1:46.760
1324,86,23,7,17,6,1:47.401,,,107401,1.009493284,1:47.401
1325,86,30,6,1,7,1:47.476,,,107476,1.010198231,1:47.476
1326,86,13,15,12,8,1:47.867,,,107867,1.013873354,1:47.867
1327,86,18,16,3,9,1:47.978,,,107978,1.014916675,1:47.978
1328,86,17,3,7,10,1:48.071,,,108071,1.015790809,1:48.071
1329,86,11,16,4,11,1:48.353,,,108353,1.01844141,1:48.353
1330,86,14,9,14,12,1:48.508,,,108508,1.0198983,1:48.508
1331,86,22,6,2,13,1:48.550,,,108550,1.02029307,1:48.550
1332,86,35,15,11,14,1:48.889,,,108889,1.02347943,1:48.889
1333,86,42,3,8,15,1:48.898,,,108898,1.023564023,1:48.898
1334,86,32,9,15,16,1:48.994,,,108994,1.024466355,1:48.994
1335,86,38,18,20,17,1:49.779,,,109779,1.031844799,1:49.779
1336,86,27,18,21,18,1:49.842,,,109842,1.032436954,1:49.842
1337,86,33,17,18,19,1:51.498,,,111498,1.048002181,1:51.498
1338,86,39,17,19,20,1:51.675,,,111675,1.049665855,1:51.675
1299,85,8,1,9,1,1:20.878,,,80878,1,1:20.878
1300,85,31,1,10,2,1:21.054,,,81054,1.002176117,1:21.054
1301,85,4,4,5,3,1:21.319,,,81319,1.005452657,1:21.319
1302,85,18,16,3,4,1:21.369,,,81369,1.006070872,1:21.369
1303,85,11,16,4,5,1:21.477,,,81477,1.007406217,1:21.477
1304,85,15,7,16,6,1:21.640,,,81640,1.009421598,1:21.640
1305,85,30,6,1,7,1:21.721,,,81721,1.010423106,1:21.721
1306,85,22,6,2,8,1:21.962,,,81962,1.013402903,1:21.962
1307,85,21,4,6,9,1:22.068,,,82068,1.014713519,1:22.068
1308,85,23,7,17,10,1:22.266,,,82266,1.017161651,1:22.266
1309,85,14,9,14,11,1:22.304,,,82304,1.017631494,1:22.304
1310,85,35,15,11,12,1:22.356,,,82356,1.018274438,1:22.356
1311,85,32,9,15,13,1:22.532,,,82532,1.020450555,1:22.532
1312,85,17,3,7,14,1:22.560,,,82560,1.020796756,1:22.560
1313,85,13,15,12,15,1:23.060,,,83060,1.026978907,1:23.060
1314,85,42,3,8,16,1:23.291,,,83291,1.02983506,1:23.291
1315,85,33,17,18,17,1:24.666,,,84666,1.046835975,1:24.666
1316,85,38,18,20,18,1:24.904,,,84904,1.049778679,1:24.904
1317,85,39,17,19,19,1:25.859,,,85859,1.061586587,1:25.859
1318,85,27,18,21,20,1:26.964,,,86964,1.075249141,1:26.964
1279,84,8,1,9,1,1:26.797,,,86797,1,1:26.797
1280,84,21,4,6,2,1:27.039,,,87039,1.002788115,1:27.039
1281,84,4,4,5,3,1:27.050,,,87050,1.002914847,1:27.050
1282,84,31,1,10,4,1:27.352,,,87352,1.00639423,1:27.352
1283,84,15,7,16,5,1:27.501,,,87501,1.008110879,1:27.501
1284,84,2,3,8,6,1:27.929,,,87929,1.013041925,1:27.929
1285,84,17,3,7,7,1:27.944,,,87944,1.013214742,1:27.944
1286,84,13,15,12,8,1:28.419,,,88419,1.018687282,1:28.419
1287,84,23,7,17,9,1:28.594,,,88594,1.020703481,1:28.594
1288,84,32,9,15,10,1:28.963,,,88963,1.02495478,1:28.963
1289,84,22,6,2,11,1:29.369,,,89369,1.029632361,1:29.369
1290,84,14,9,14,12,1:29.764,,,89764,1.034183209,1:29.764
1291,84,18,16,3,13,1:30.063,,,90063,1.037628029,1:30.063
1292,84,11,16,4,14,1:30.175,,,90175,1.038918396,1:30.175
1293,84,33,17,18,15,1:30.710,,,90710,1.045082203,1:30.710
1294,84,27,18,21,16,1:32.186,,,92186,1.062087399,1:32.186
1259,83,30,6,1,1,1:19.882,,,79882,1,1:19.882
1260,83,31,1,10,2,1:20.779,,,80779,1.011229063,1:20.779
1261,83,15,7,16,3,1:20.839,,,80839,1.011980171,1:20.839
1262,83,8,1,9,4,1:20.891,,,80891,1.012631131,1:20.891
1263,83,23,7,17,5,1:20.964,,,80964,1.013544979,1:20.964
1264,83,4,4,5,6,1:21.141,,,81141,1.015760747,1:21.141
1265,83,22,6,2,7,1:21.158,,,81158,1.015973561,1:21.158
1266,83,18,16,3,8,1:21.302,,,81302,1.01777622,1:21.302
1267,83,21,4,6,9,1:21.333,,,81333,1.018164292,1:21.333
1268,83,11,16,4,10,1:21.787,,,81787,1.023847675,1:21.787
1269,83,32,9,15,11,1:21.937,,,81937,1.025725445,1:21.937
1270,83,2,3,8,12,1:22.086,,,82086,1.027590696,1:22.086
1271,83,14,9,14,13,1:22.279,,,82279,1.03000676,1:22.279
1272,83,13,15,12,14,1:22.565,,,82565,1.033587041,1:22.565
1273,83,35,15,11,15,1:22.866,,,82866,1.037355099,1:22.866
1274,83,17,3,7,16,1:23.495,,,83495,1.045229213,1:23.495
1275,83,27,18,21,17,1:24.443,,,84443,1.057096718,1:24.443
1276,83,39,17,19,18,1:25.057,,,85057,1.064783055,1:25.057
1277,83,38,18,20,19,1:25.484,,,85484,1.070128439,1:25.484
1239,82,8,1,9,1,1:14.320,,,74320,1,1:14.320
1240,82,18,16,3,2,1:14.759,,,74759,1.005906889,1:14.759
1241,82,4,4,5,3,1:14.904,,,74904,1.007857912,1:14.904
1242,82,21,4,6,4,1:14.927,,,74927,1.008167384,1:14.927
1243,82,30,6,1,5,1:15.006,,,75006,1.009230355,1:15.006
1244,82,17,3,7,6,1:15.070,,,75070,1.010091496,1:15.070
1245,82,2,3,8,7,1:15.403,,,75403,1.014572121,1:15.403
1246,82,11,16,4,8,1:15.501,,,75501,1.015890743,1:15.501
1247,82,15,7,16,9,1:15.532,,,75532,1.016307858,1:15.532
1248,82,32,9,15,10,1:15.635,,,75635,1.017693757,1:15.635
1249,82,14,9,14,11,1:15.679,,,75679,1.018285791,1:15.679
1250,82,23,7,17,12,1:15.689,,,75689,1.018420344,1:15.689
1251,82,13,15,12,13,1:16.009,,,76009,1.02272605,1:16.009
1252,82,35,15,11,14,1:16.012,,,76012,1.022766416,1:16.012
1253,82,22,6,2,15,1:16.230,,,76230,1.025699677,1:16.230
1254,82,27,18,21,16,1:17.519,,,77519,1.043043595,1:17.519
1255,82,38,18,20,17,1:18.313,,,78313,1.053727126,1:18.313
1256,82,33,17,18,18,1:18.599,,,78599,1.05757535,1:18.599
1219,81,4,4,5,1,1:19.905,,,79905,1,1:19.905
1220,81,8,1,9,2,1:19.932,,,79932,1.000337901,1:19.932
1221,81,18,16,3,3,1:20.207,,,80207,1.003779488,1:20.207
1222,81,31,1,10,4,1:20.382,,,80382,1.005969589,1:20.382
1223,81,15,7,16,5,1:20.459,,,80459,1.006933233,1:20.459
1224,81,22,6,2,6,1:20.906,,,80906,1.012527376,1:20.906
1225,81,21,4,6,7,1:21.010,,,81010,1.013828922,1:21.010
1226,81,11,16,4,8,1:21.114,,,81114,1.015130467,1:21.114
1227,81,23,7,17,9,1:21.191,,,81191,1.016094112,1:21.191
1228,81,30,6,1,10,1:21.275,,,81275,1.01714536,1:21.275
1229,81,35,15,11,11,1:21.352,,,81352,1.018109004,1:21.352
1230,81,17,3,7,12,1:21.997,,,81997,1.02618109,1:21.997
1231,81,14,9,14,13,1:22.108,,,82108,1.02757024,1:22.108
1232,81,2,3,8,14,1:22.117,,,82117,1.027682873,1:22.117
1233,81,32,9,15,15,1:22.207,,,82207,1.028809211,1:22.207
1234,81,13,15,12,16,1:22.495,,,82495,1.032413491,1:22.495
1235,81,39,17,19,17,1:23.583,,,83583,1.04602966,1:23.583
1236,81,27,18,21,18,1:24.576,,,84576,1.058456918,1:24.576
1237,81,40,18,20,19,1:25.566,,,85566,1.07084663,1:25.566
1199,80,4,4,5,1,1:14.412,,,74412,1,1:14.412
1200,80,15,7,16,2,1:14.521,,,74521,1.001464818,1:14.521
1201,80,8,1,9,3,1:14.559,,,74559,1.001975488,1:14.559
1202,80,30,6,1,4,1:14.572,,,74572,1.002150191,1:14.572
1203,80,11,16,4,5,1:14.655,,,74655,1.003265602,1:14.655
1204,80,22,6,2,6,1:14.832,,,74832,1.005644251,1:14.832
1205,80,21,4,6,7,1:14.887,,,74887,1.006383379,1:14.887
1206,80,18,16,3,8,1:15.051,,,75051,1.008587325,1:15.051
1207,80,31,1,10,9,1:15.406,,,75406,1.013358061,1:15.406
1208,80,13,15,12,10,1:15.566,,,75566,1.015508251,1:15.566
1209,80,35,15,11,11,1:15.699,,,75699,1.017295597,1:15.699
1210,80,23,7,17,12,1:15.771,,,75771,1.018263183,1:15.771
1211,80,17,3,7,13,1:15.885,,,75885,1.019795194,1:15.885
1212,80,2,3,8,14,1:16.207,,,76207,1.024122453,1:16.207
1213,80,14,9,14,15,1:16.434,,,76434,1.027173037,1:16.434
1214,80,32,9,15,16,1:16.547,,,76547,1.028691609,1:16.547
1215,80,39,17,19,17,1:17.857,,,77857,1.046296296,1:17.857
1216,80,40,18,20,18,1:17.960,,,77960,1.047680482,1:17.960
1217,80,33,17,18,19,1:18.047,,,78047,1.048849648,1:18.047
1218,80,27,18,21,20,1:18.335,,,78335,1.052719991,1:18.335
1179,79,15,7,16,1,1:10.625,,,70625,1,1:10.625
1180,79,8,1,9,2,1:10.694,,,70694,1.000976991,1:10.694
1181,79,18,16,3,3,1:11.277,,,71277,1.009231858,1:11.277
1182,79,21,4,6,4,1:11.290,,,71290,1.009415929,1:11.290
1183,79,30,6,1,5,1:11.369,,,71369,1.010534513,1:11.369
1184,79,4,4,5,6,1:11.380,,,71380,1.010690265,1:11.380
1185,79,22,6,2,7,1:11.431,,,71431,1.011412389,1:11.431
1186,79,11,16,4,8,1:11.497,,,71497,1.012346903,1:11.497
1187,79,17,3,7,9,1:11.527,,,71527,1.012771681,1:11.527
1188,79,13,15,12,10,1:11.555,,,71555,1.013168142,1:11.555
1189,79,31,1,10,11,1:11.681,,,71681,1.014952212,1:11.681
1190,79,35,15,11,12,1:11.691,,,71691,1.015093805,1:11.691
1191,79,41,7,17,13,1:11.754,,,71754,1.015985841,1:11.754
1192,79,32,9,15,14,1:12.132,,,72132,1.021338053,1:12.132
1193,79,2,3,8,15,1:12.430,,,72430,1.025557522,1:12.430
1194,79,14,9,14,16,1:12.682,,,72682,1.029125664,1:12.682
1195,79,33,17,18,17,1:13.462,,,73462,1.040169912,1:13.462
1196,79,27,18,21,18,1:13.632,,,73632,1.042576991,1:13.632
1197,79,39,17,19,19,1:13.776,,,73776,1.044615929,1:13.776
1198,79,40,18,20,20,1:14.494,,,74494,1.054782301,1:14.494
1159,78,18,16,3,1,1:15.217,,,75217,1,1:15.217
1160,78,30,6,1,2,1:15.475,,,75475,1.003430076,1:15.475
1161,78,4,4,5,3,1:15.561,,,75561,1.004573434,1:15.561
1162,78,21,4,6,4,1:15.577,,,75577,1.004786152,1:15.577
1163,78,31,1,10,5,1:15.669,,,75669,1.00600928,1:15.669
1164,78,11,16,4,6,1:15.729,,,75729,1.006806972,1:15.729
1165,78,8,1,9,7,1:15.923,,,75923,1.009386176,1:15.923
1166,78,35,15,11,8,1:16.116,,,76116,1.011952085,1:16.116
1167,78,15,7,16,9,1:16.201,,,76201,1.013082149,1:16.201
1168,78,23,7,17,10,1:16.362,,,76362,1.015222623,1:16.362
1169,78,13,15,12,11,1:16.661,,,76661,1.019197788,1:16.661
1170,78,14,9,14,12,1:16.890,,,76890,1.022242312,1:16.890
1171,78,2,3,8,13,1:17.081,,,77081,1.024781632,1:17.081
1172,78,17,3,7,14,1:17.749,,,77749,1.033662603,1:17.749
1173,78,27,18,21,15,1:18.214,,,78214,1.039844716,1:18.214
1174,78,32,9,15,16,1:18.249,,,78249,1.040310036,1:18.249
1175,78,39,17,19,17,1:18.664,,,78664,1.045827406,1:18.664
1176,78,33,17,18,18,1:19.034,,,79034,1.050746507,1:19.034
1177,78,40,18,20,19,1:19.574,,,79574,1.057925735,1:19.574
1139,77,2,3,8,1,1:30.081,,,90081,1,1:30.081
1140,77,8,1,9,2,1:30.197,,,90197,1.00128773,1:30.197
1141,77,17,3,7,3,1:30.368,,,90368,1.003186021,1:30.368
1142,77,15,7,16,4,1:30.700,,,90700,1.006871593,1:30.700
1143,77,31,1,10,5,1:30.890,,,90890,1.008980806,1:30.890
1144,77,4,4,5,6,1:31.056,,,91056,1.010823592,1:31.056
1145,77,22,6,2,7,1:31.249,,,91249,1.012966108,1:31.249
1146,77,23,7,17,8,1:31.392,,,91392,1.014553568,1:31.392
1147,77,21,4,6,9,1:31.566,,,91566,1.016485163,1:31.566
1148,77,30,6,1,10,1:31.585,,,91585,1.016696085,1:31.585
1149,77,13,15,12,11,1:32.205,,,92205,1.023578779,1:32.205
1150,77,14,9,14,12,1:32.553,,,92553,1.027441969,1:32.553
1151,77,18,16,3,13,1:32.594,,,92594,1.027897115,1:32.594
1152,77,24,9,15,14,1:32.642,,,92642,1.028429969,1:32.642
1153,77,35,15,11,15,1:32.891,,,92891,1.031194147,1:32.891
1154,77,11,16,4,16,1:32.926,,,92926,1.031582687,1:32.926
1155,77,33,17,18,17,1:35.047,,,95047,1.055128162,1:35.047
1156,77,40,18,20,18,1:35.954,,,95954,1.065196878,1:35.954
1157,77,39,17,19,19,1:36.192,,,96192,1.067838945,1:36.192
1158,77,27,18,21,20,1:36.239,,,96239,1.068360698,1:36.239
4519,76,8,1,9,1,1:13.644,1:16.681,,73644,1,1:13.644
4520,76,4,4,5,2,1:14.125,1:16.281,,74125,1.006531421,1:14.125
4521,76,17,3,7,3,1:14.584,1:17.072,,74584,1.012764108,1:14.584
4522,76,21,4,6,4,1:14.783,1:17.317,,74783,1.015466297,1:14.783
4523,76,15,7,16,5,1:15.189,1:17.401,,75189,1.020979306,1:15.189
4524,76,2,3,8,6,1:15.128,1:17.755,,75128,1.020150997,1:15.128
4525,76,14,9,14,7,1:15.329,1:18.538,,75329,1.022880343,1:15.329
4526,76,30,6,1,8,1:16.186,1:18.550,,76186,1.034517408,1:16.186
4527,76,35,15,11,9,1:15.921,1:19.015,,75921,1.030919016,1:15.921
4528,76,22,6,2,10,1:16.142,1:18.841,,76142,1.033919939,1:16.142
4529,76,13,15,12,11,1:16.218,1:18.902,,76218,1.034951931,1:16.218
4530,76,24,9,15,12,1:16.817,1:20.335,,76817,1.043085655,1:16.817
4531,76,40,18,20,13,1:18.574,1:22.236,,78574,1.066943675,1:18.574
4532,76,27,18,21,14,1:19.229,1:22.977,,79229,1.075837814,1:19.229
4533,76,33,17,18,15,1:19.408,1:23.670,,79408,1.078268426,1:19.408
4534,76,31,1,10,16,1:14.858,,,74858,1.01648471,1:14.858
4535,76,39,17,19,17,1:19.474,1:23.948,,79474,1.07916463,1:19.474
4501,75,8,1,9,1,1:14.819,1:16.602,,74819,1.000320877,1:14.819
4502,75,17,3,7,2,1:15.042,1:16.626,,75042,1.00330236,1:15.042
4503,75,4,4,5,3,1:14.811,1:16.880,,74811,1.000213918,1:14.811
4504,75,23,7,17,4,1:14.870,1:17.047,,74870,1.001002741,1:14.870
4505,75,15,7,16,5,1:14.795,1:17.200,,74795,1,1:14.795
4506,75,21,4,6,6,1:15.601,1:17.229,,75601,1.010776121,1:15.601
4507,75,31,1,10,7,1:15.902,1:17.570,,75902,1.014800455,1:15.902
4508,75,30,6,1,8,1:15.398,1:18.153,,75398,1.008062036,1:15.398
4509,75,14,9,14,9,1:15.795,1:18.373,,75795,1.013369878,1:15.795
4510,75,13,15,12,10,1:15.863,1:18.361,,75863,1.014279029,1:15.863
4511,75,24,9,15,11,1:16.288,1:19.014,,76288,1.019961227,1:16.288
4512,75,35,15,11,12,1:16.794,1:19.686,,76794,1.026726385,1:16.794
4513,75,39,17,19,13,1:18.557,1:20.711,,78557,1.05029748,1:18.557
4514,75,33,17,18,14,1:19.040,1:20.903,,79040,1.056755131,1:19.040
4515,75,27,18,21,15,1:19.563,1:21.578,,79563,1.063747577,1:19.563
4516,75,40,18,20,16,1:20.306,1:22.453,,80306,1.073681396,1:20.306
4517,75,2,3,8,17,1:15.038,,,75038,1.00324888,1:15.038
4518,75,22,6,2,18,1:15.746,,,75746,1.012714754,1:15.746
4481,74,8,1,9,1,1:19.886,1:22.994,,79886,1,1:19.886
4482,74,4,4,5,2,1:19.889,1:23.552,,79889,1.000037554,1:19.889
4483,74,18,16,3,3,1:20.464,1:23.641,,80464,1.00723531,1:20.464
4484,74,17,3,7,4,1:20.442,1:24.069,,80442,1.006959918,1:20.442
4485,74,15,7,16,5,1:20.492,1:24.026,,80492,1.00758581,1:20.492
4486,74,11,16,4,6,1:20.851,1:23.807,,80851,1.012079714,1:20.851
4487,74,25,1,10,7,1:20.632,1:24.057,,80632,1.009338307,1:20.632
4488,74,13,15,12,8,1:20.593,1:24.337,,80593,1.008850111,1:20.593
4489,74,2,3,8,9,1:20.807,1:24.389,,80807,1.011528929,1:20.807
4490,74,22,6,2,10,1:20.892,1:24.351,,80892,1.012592945,1:20.892
4491,74,23,7,17,11,1:20.994,1:24.422,,80994,1.013869764,1:20.994
4492,74,35,15,11,12,1:20.999,1:25.260,,80999,1.013932354,1:20.999
4493,74,21,4,6,13,1:21.708,1:25.002,,81708,1.022807501,1:21.708
4494,74,30,6,1,14,1:20.260,1:26.984,,80260,1.004681671,1:20.260
4495,74,14,9,14,15,1:21.632,1:26.438,,81632,1.021856145,1:21.632
4496,74,24,9,15,16,1:21.804,1:26.351,,81804,1.024009213,1:21.804
4497,74,39,17,19,17,1:23.123,1:28.976,,83123,1.040520241,1:23.123
4498,74,33,17,18,18,1:25.100,1:29.152,,85100,1.065268007,1:25.100
4499,74,40,18,20,19,1:26.484,1:30.564,,86484,1.082592695,1:26.484
4500,74,27,18,21,20,1:25.921,,,85921,1.075545152,1:25.921
4461,73,4,4,5,1,1:29.848,1:32.054,,89848,1,1:29.848
4462,73,30,6,1,2,1:30.237,1:32.120,,90237,1.004329534,1:30.237
4463,73,15,7,16,3,1:29.993,1:32.667,,89993,1.001613837,1:29.993
4464,73,2,3,8,4,1:30.390,1:32.827,,90390,1.00603241,1:30.390
4465,73,17,3,7,5,1:30.592,1:32.670,,90592,1.008280652,1:30.592
4466,73,23,7,17,6,1:30.952,1:32.319,,90952,1.012287419,1:30.952
4467,73,32,9,15,7,1:30.646,1:32.723,,90646,1.008881667,1:30.646
4468,73,37,1,10,8,1:30.725,1:32.648,,90725,1.00976093,1:30.725
4469,73,8,1,9,9,1:30.594,1:32.930,,90594,1.008302912,1:30.594
4470,73,21,4,6,10,1:30.445,1:33.320,,90445,1.006644555,1:30.445
4471,73,18,16,3,11,1:30.957,1:33.391,,90957,1.012343068,1:30.957
4472,73,13,15,12,12,1:30.933,1:34.269,,90933,1.01207595,1:30.933
4473,73,11,16,4,13,1:31.113,1:34.450,,91113,1.014079334,1:31.113
4474,73,14,9,14,14,1:31.211,1:34.633,,91211,1.015170065,1:31.211
4475,73,22,6,2,15,1:31.826,1:35.867,,91826,1.022014959,1:31.826
4476,73,35,15,11,16,1:32.318,1:35.665,,92318,1.027490873,1:32.318
4477,73,33,17,18,17,1:33.424,1:36.004,,93424,1.039800552,1:33.424
4478,73,39,17,19,18,1:33.190,1:36.953,,93190,1.037196154,1:33.190
4479,73,27,18,21,19,1:34.005,1:36.417,,94005,1.046267029,1:34.005
4480,73,40,18,20,20,1:34.848,1:36.413,,94848,1.055649541,1:34.848
4441,72,4,4,5,1,1:32.582,1:35.090,,92582,1,1:32.582
